Date,Year,Year,MonthName,DayOfMonth,DayOfWeekName,QuarterInCalendar.1
26-02-2019,2019,2019,February,26,Tuesday,Q1
27-02-2019,2019,2019,February,27,Wednesday,Q1
28-02-2019,2019,2019,February,28,Thursday,Q1
01-03-2019,2019,2019,March,1,Friday,Q1
02-03-2019,2019,2019,March,2,Saturday,Q1
03-03-2019,2019,2019,March,3,Sunday,Q1
04-03-2019,2019,2019,March,4,Monday,Q1
05-03-2019,2019,2019,March,5,Tuesday,Q1
06-03-2019,2019,2019,March,6,Wednesday,Q1
07-03-2019,2019,2019,March,7,Thursday,Q1
08-03-2019,2019,2019,March,8,Friday,Q1
09-03-2019,2019,2019,March,9,Saturday,Q1
10-03-2019,2019,2019,March,10,Sunday,Q1
11-03-2019,2019,2019,March,11,Monday,Q1
12-03-2019,2019,2019,March,12,Tuesday,Q1
13-03-2019,2019,2019,March,13,Wednesday,Q1
14-03-2019,2019,2019,March,14,Thursday,Q1
15-03-2019,2019,2019,March,15,Friday,Q1
16-03-2019,2019,2019,March,16,Saturday,Q1
17-03-2019,2019,2019,March,17,Sunday,Q1
18-03-2019,2019,2019,March,18,Monday,Q1
19-03-2019,2019,2019,March,19,Tuesday,Q1
20-03-2019,2019,2019,March,20,Wednesday,Q1
21-03-2019,2019,2019,March,21,Thursday,Q1
22-03-2019,2019,2019,March,22,Friday,Q1
23-03-2019,2019,2019,March,23,Saturday,Q1
24-03-2019,2019,2019,March,24,Sunday,Q1
25-03-2019,2019,2019,March,25,Monday,Q1
26-03-2019,2019,2019,March,26,Tuesday,Q1
27-03-2019,2019,2019,March,27,Wednesday,Q1
28-03-2019,2019,2019,March,28,Thursday,Q1
29-03-2019,2019,2019,March,29,Friday,Q1
30-03-2019,2019,2019,March,30,Saturday,Q1
31-03-2019,2019,2019,March,31,Sunday,Q1
